code,name,prov_code,city_code,county_code,prov_name,city_name,county_name,level,is_prov,is_city,is_county,longitude,latitude
130128,河北省石家庄市深泽县,130000,130100,130128,河北省,河北省石家庄市,河北省石家庄市深泽县,县级,0,0,1,115.233102,38.194681
130129,河北省石家庄市赞皇县,130000,130100,130129,河北省,河北省石家庄市,河北省石家庄市赞皇县,县级,0,0,1,114.289553,37.628132
130130,河北省石家庄市无极县,130000,130100,130130,河北省,河北省石家庄市,河北省石家庄市无极县,县级,0,0,1,114.95114,38.183286
130131,河北省石家庄市平山县,130000,130100,130131,河北省,河北省石家庄市,河北省石家庄市平山县,县级,0,0,1,113.872429,38.408762
130132,河北省石家庄市元氏县,130000,130100,130132,河北省,河北省石家庄市,河北省石家庄市元氏县,县级,0,0,1,114.42836,37.807353
130133,河北省石家庄市赵县,130000,130100,130133,河北省,河北省石家庄市,河北省石家庄市赵县,县级,0,0,1,114.834938,37.769612
130181,河北省石家庄市辛集市,130000,130100,130181,河北省,河北省石家庄市,河北省石家庄市辛集市,县级,0,0,1,115.29875,37.924122
130182,河北省石家庄市藁城市,130000,130100,130182,河北省,河北省石家庄市,河北省石家庄市藁城市,县级,0,0,1,114.816476,38.054936
130183,河北省石家庄市晋州市,130000,130100,130183,河北省,河北省石家庄市,河北省石家庄市晋州市,县级,0,0,1,115.091738,37.991145
130184,河北省石家庄市新乐市,130000,130100,130184,河北省,河北省石家庄市,河北省石家庄市新乐市,县级,0,0,1,114.762271,38.377578
130185,河北省石家庄市鹿泉市,130000,130100,130185,河北省,河北省石家庄市,河北省石家庄市鹿泉市,县级,0,0,1,114.347323,38.084707
130200,河北省唐山市,130000,130200,130200,河北省,河北省唐山市,河北省唐山市,市级,0,1,0,118.183451,39.650531
130201,河北省唐山市市辖区,130000,130200,130201,河北省,河北省唐山市,河北省唐山市市辖区,县级,0,0,1,118.183451,39.650531
130202,河北省唐山市路南区,130000,130200,130202,河北省,河北省唐山市,河北省唐山市路南区,县级,0,0,1,118.20604,39.612987
130203,河北省唐山市路北区,130000,130200,130203,河北省,河北省唐山市,河北省唐山市路北区,县级,0,0,1,118.18507,39.657846
130204,河北省唐山市古冶区,130000,130200,130204,河北省,河北省唐山市,河北省唐山市古冶区,县级,0,0,1,118.462232,39.723045
130205,河北省唐山市开平区,130000,130200,130205,河北省,河北省唐山市,河北省唐山市开平区,县级,0,0,1,118.257848,39.692123
130206,河北省唐山市新区,130000,130200,130206,河北省,河北省唐山市,河北省唐山市新区,县级,0,0,1,,
130221,河北省唐山市丰润县,130000,130200,130221,河北省,河北省唐山市,河北省唐山市丰润县,县级,0,0,1,,
130223,河北省唐山市滦县,130000,130200,130223,河北省,河北省唐山市,河北省唐山市滦县,县级,0,0,1,118.583777,39.785509
130224,河北省唐山市滦南县,130000,130200,130224,河北省,河北省唐山市,河北省唐山市滦南县,县级,0,0,1,118.549385,39.360739
130225,河北省唐山市乐亭县,130000,130200,130225,河北省,河北省唐山市,河北省唐山市乐亭县,县级,0,0,1,118.939943,39.357229
130227,河北省唐山市迁西县,130000,130200,130227,河北省,河北省唐山市,河北省唐山市迁西县,县级,0,0,1,118.371389,40.238508
130229,河北省唐山市玉田县,130000,130200,130229,河北省,河北省唐山市,河北省唐山市玉田县,县级,0,0,1,117.734753,39.818843
130230,河北省唐山市唐海县,130000,130200,130230,河北省,河北省唐山市,河北省唐山市唐海县,县级,0,0,1,118.426721,39.27343
130281,河北省唐山市遵化市,130000,130200,130281,河北省,河北省唐山市,河北省唐山市遵化市,县级,0,0,1,117.957639,40.137901
130282,河北省唐山市丰南市,130000,130200,130282,河北省,河北省唐山市,河北省唐山市丰南市,县级,0,0,1,,
130283,河北省唐山市迁安市,130000,130200,130283,河北省,河北省唐山市,河北省唐山市迁安市,县级,0,0,1,118.686955,40.040443
130300,河北省秦皇岛市秦皇岛市,130000,130300,130300,河北省,河北省秦皇岛市秦皇岛市,河北省秦皇岛市秦皇岛市,市级,0,1,0,119.604368,39.945462
130301,河北省秦皇岛市市辖区,130000,130300,130301,河北省,河北省秦皇岛市秦皇岛市,河北省秦皇岛市市辖区,县级,0,0,1,119.604368,39.945462
130302,河北省秦皇岛市海港区,130000,130300,130302,河北省,河北省秦皇岛市秦皇岛市,河北省秦皇岛市海港区,县级,0,0,1,119.577617,39.98878
130303,河北省秦皇岛市山海关区,130000,130300,130303,河北省,河北省秦皇岛市秦皇岛市,河北省秦皇岛市山海关区,县级,0,0,1,119.713616,40.0329
130304,河北省秦皇岛市北戴河区,130000,130300,130304,河北省,河北省秦皇岛市秦皇岛市,河北省秦皇岛市北戴河区,县级,0,0,1,119.479321,39.854293
130321,河北省秦皇岛市青龙满族自治县,130000,130300,130321,河北省,河北省秦皇岛市秦皇岛市,河北省秦皇岛市青龙满族自治县,县级,0,0,1,119.137582,40.35365
130322,河北省秦皇岛市昌黎县,130000,130300,130322,河北省,河北省秦皇岛市秦皇岛市,河北省秦皇岛市昌黎县,县级,0,0,1,119.094621,39.638021
130323,河北省秦皇岛市抚宁县,130000,130300,130323,河北省,河北省秦皇岛市秦皇岛市,河北省秦皇岛市抚宁县,县级,0,0,1,119.3951,40.012967
130324,河北省秦皇岛市卢龙县,130000,130300,130324,河北省,河北省秦皇岛市秦皇岛市,河北省秦皇岛市卢龙县,县级,0,0,1,118.985564,39.920978
130400,河北省邯郸市邯郸市,130000,130400,130400,河北省,河北省邯郸市邯郸市,河北省邯郸市邯郸市,市级,0,1,0,114.482694,36.609308
130401,河北省邯郸市市辖区,130000,130400,130401,河北省,河北省邯郸市邯郸市,河北省邯郸市市辖区,县级,0,0,1,114.482694,36.609308
130402,河北省邯郸市邯山区,130000,130400,130402,河北省,河北省邯郸市邯郸市,河北省邯郸市邯山区,县级,0,0,1,114.46929,36.536153
130403,河北省邯郸市丛台区,130000,130400,130403,河北省,河北省邯郸市邯郸市,河北省邯郸市丛台区,县级,0,0,1,114.511068,36.637215
130404,河北省邯郸市复兴区,130000,130400,130404,河北省,河北省邯郸市邯郸市,河北省邯郸市复兴区,县级,0,0,1,114.448095,36.610369
130406,河北省邯郸市峰峰矿区,130000,130400,130406,河北省,河北省邯郸市邯郸市,河北省邯郸市峰峰矿区,县级,0,0,1,114.190422,36.474685
130421,河北省邯郸市邯郸县,130000,130400,130421,河北省,河北省邯郸市邯郸市,河北省邯郸市邯郸县,县级,0,0,1,114.494486,36.620347
130423,河北省邯郸市临漳县,130000,130400,130423,河北省,河北省邯郸市邯郸市,河北省邯郸市临漳县,县级,0,0,1,114.586944,36.266142
130424,河北省邯郸市成安县,130000,130400,130424,河北省,河北省邯郸市邯郸市,河北省邯郸市成安县,县级,0,0,1,114.704775,36.428151
130425,河北省邯郸市大名县,130000,130400,130425,河北省,河北省邯郸市邯郸市,河北省邯郸市大名县,县级,0,0,1,115.248635,36.309544
130426,河北省邯郸市涉县,130000,130400,130426,河北省,河北省邯郸市邯郸市,河北省邯郸市涉县,县级,0,0,1,113.742914,36.598105
130427,河北省邯郸市磁县,130000,130400,130427,河北省,河北省邯郸市邯郸市,河北省邯郸市磁县,县级,0,0,1,114.255101,36.406731
130428,河北省邯郸市肥乡县,130000,130400,130428,河北省,河北省邯郸市邯郸市,河北省邯郸市肥乡县,县级,0,0,1,114.836905,36.577261
130429,河北省邯郸市永年县,130000,130400,130429,河北省,河北省邯郸市邯郸市,河北省邯郸市永年县,县级,0,0,1,114.641602,36.7702
130430,河北省邯郸市邱县,130000,130400,130430,河北省,河北省邯郸市邯郸市,河北省邯郸市邱县,县级,0,0,1,115.206702,36.79727
130431,河北省邯郸市鸡泽县,130000,130400,130431,河北省,河北省邯郸市邯郸市,河北省邯郸市鸡泽县,县级,0,0,1,114.869566,36.873677
130432,河北省邯郸市广平县,130000,130400,130432,河北省,河北省邯郸市邯郸市,河北省邯郸市广平县,县级,0,0,1,115.020874,36.511926
130433,河北省邯郸市馆陶县,130000,130400,130433,河北省,河北省邯郸市邯郸市,河北省邯郸市馆陶县,县级,0,0,1,115.299157,36.618537
130434,河北省邯郸市魏县,130000,130400,130434,河北省,河北省邯郸市邯郸市,河北省邯郸市魏县,县级,0,0,1,114.936,36.250568
130435,河北省邯郸市曲周县,130000,130400,130435,河北省,河北省邯郸市邯郸市,河北省邯郸市曲周县,县级,0,0,1,115.038532,36.752651
130481,河北省邯郸市武安市,130000,130400,130481,河北省,河北省邯郸市邯郸市,河北省邯郸市武安市,县级,0,0,1,114.058334,36.748995
130500,河北省邢台市,130000,130500,130500,河北省,河北省邢台市,河北省邢台市,市级,0,1,0,114.520487,37.069531
130501,河北省邢台市市辖区,130000,130500,130501,河北省,河北省邢台市,河北省邢台市市辖区,县级,0,0,1,114.520487,37.069531
130502,河北省邢台市桥东区,130000,130500,130502,河北省,河北省邢台市,河北省邢台市桥东区,县级,0,0,1,114.521297,37.059046
130503,河北省邢台市桥西区,130000,130500,130503,河北省,河北省邢台市,河北省邢台市桥西区,县级,0,0,1,114.468401,37.05358
130521,河北省邢台市邢台县,130000,130500,130521,河北省,河北省邢台市,河北省邢台市邢台县,县级,0,0,1,114.167744,37.152422
130522,河北省邢台市临城县,130000,130500,130522,河北省,河北省邢台市,河北省邢台市临城县,县级,0,0,1,114.384665,37.463138
130523,河北省邢台市内丘县,130000,130500,130523,河北省,河北省邢台市,河北省邢台市内丘县,县级,0,0,1,114.530622,37.300525
130524,河北省邢台市柏乡县,130000,130500,130524,河北省,河北省邢台市,河北省邢台市柏乡县,县级,0,0,1,114.707424,37.517418
130525,河北省邢台市隆尧县,130000,130500,130525,河北省,河北省邢台市,河北省邢台市隆尧县,县级,0,0,1,114.792916,37.364688
130526,河北省邢台市任县,130000,130500,130526,河北省,河北省邢台市,河北省邢台市任县,县级,0,0,1,114.769967,37.17463
130527,河北省邢台市南和县,130000,130500,130527,河北省,河北省邢台市,河北省邢台市南和县,县级,0,0,1,114.753089,37.016964
130528,河北省邢台市宁晋县,130000,130500,130528,河北省,河北省邢台市,河北省邢台市宁晋县,县级,0,0,1,115.021678,37.612087
130529,河北省邢台市巨鹿县,130000,130500,130529,河北省,河北省邢台市,河北省邢台市巨鹿县,县级,0,0,1,115.058886,37.278679
130530,河北省邢台市新河县,130000,130500,130530,河北省,河北省邢台市,河北省邢台市新河县,县级,0,0,1,115.257204,37.499363
130531,河北省邢台市广宗县,130000,130500,130531,河北省,河北省邢台市,河北省邢台市广宗县,县级,0,0,1,115.198173,37.083549
130532,河北省邢台市平乡县,130000,130500,130532,河北省,河北省邢台市,河北省邢台市平乡县,县级,0,0,1,115.004819,37.05611
130533,河北省邢台市威县,130000,130500,130533,河北省,河北省邢台市,河北省邢台市威县,县级,0,0,1,115.387725,37.078395
130534,河北省邢台市清河县,130000,130500,130534,河北省,河北省邢台市,河北省邢台市清河县,县级,0,0,1,115.69159,37.04053
130535,河北省邢台市临西县,130000,130500,130535,河北省,河北省邢台市,河北省邢台市临西县,县级,0,0,1,115.528441,36.858027
130581,河北省邢台市南宫市,130000,130500,130581,河北省,河北省邢台市,河北省邢台市南宫市,县级,0,0,1,115.47941,37.286427
130582,河北省邢台市沙河市,130000,130500,130582,河北省,河北省邢台市,河北省邢台市沙河市,县级,0,0,1,114.283093,36.938635
130600,河北省保定市,130000,130600,130600,河北省,河北省保定市,河北省保定市,市级,0,1,0,115.49481,38.886565
130601,河北省保定市市辖区,130000,130600,130601,河北省,河北省保定市,河北省保定市市辖区,县级,0,0,1,115.49481,38.886565
130602,河北省保定市新市区,130000,130600,130602,河北省,河北省保定市,河北省保定市新市区,县级,0,0,1,115.412245,38.881183
130603,河北省保定市北市区,130000,130600,130603,河北省,河北省保定市,河北省保定市北市区,县级,0,0,1,115.532912,38.897511
130604,河北省保定市南市区,130000,130600,130604,河北省,河北省保定市,河北省保定市南市区,县级,0,0,1,115.484784,38.821877
130621,河北省保定市满城县,130000,130600,130621,河北省,河北省保定市,河北省保定市满城县,县级,0,0,1,115.277554,38.970233
130622,河北省保定市清苑县,130000,130600,130622,河北省,河北省保定市,河北省保定市清苑县,县级,0,0,1,115.493492,38.738336
130623,河北省保定市涞水县,130000,130600,130623,河北省,河北省保定市,河北省保定市涞水县,县级,0,0,1,115.444628,39.616118
130624,河北省保定市阜平县,130000,130600,130624,河北省,河北省保定市,河北省保定市阜平县,县级,0,0,1,114.164211,38.894806
130625,河北省保定市徐水县,130000,130600,130625,河北省,河北省保定市,河北省保定市徐水县,县级,0,0,1,115.5796,39.041872
130626,河北省保定市定兴县,130000,130600,130626,河北省,河北省保定市,河北省保定市定兴县,县级,0,0,1,115.755046,39.211518
130627,河北省保定市唐县,130000,130600,130627,河北省,河北省保定市,河北省保定市唐县,县级,0,0,1,114.806091,38.904521
130628,河北省保定市高阳县,130000,130600,130628,河北省,河北省保定市,河北省保定市高阳县,县级,0,0,1,115.838442,38.673021
130629,河北省保定市容城县,130000,130600,130629,河北省,河北省保定市,河北省保定市容城县,县级,0,0,1,115.908779,39.057814
130630,河北省保定市涞源县,130000,130600,130630,河北省,河北省保定市,河北省保定市涞源县,县级,0,0,1,114.730451,39.366937
130631,河北省保定市望都县,130000,130600,130631,河北省,河北省保定市,河北省保定市望都县,县级,0,0,1,115.178346,38.679015
130632,河北省保定市安新县,130000,130600,130632,河北省,河北省保定市,河北省保定市安新县,县级,0,0,1,115.886731,38.878255
130633,河北省保定市易县,130000,130600,130633,河北省,河北省保定市,河北省保定市易县,县级,0,0,1,115.254022,39.317566
130634,河北省保定市曲阳县,130000,130600,130634,河北省,河北省保定市,河北省保定市曲阳县,县级,0,0,1,114.660664,38.706612
130635,河北省保定市蠡县,130000,130600,130635,河北省,河北省保定市,河北省保定市蠡县,县级,0,0,1,115.669282,38.528232
130636,河北省保定市顺平县,130000,130600,130636,河北省,河北省保定市,河北省保定市顺平县,县级,0,0,1,115.073989,38.927951
130637,河北省保定市博野县,130000,130600,130637,河北省,河北省保定市,河北省保定市博野县,县级,0,0,1,115.487786,38.459123
130638,河北省保定市雄县,130000,130600,130638,河北省,河北省保定市,河北省保定市雄县,县级,0,0,1,116.183299,39.042787
130681,河北省保定市涿州市,130000,130600,130681,河北省,河北省保定市,河北省保定市涿州市,县级,0,0,1,115.999054,39.482482
130682,河北省保定市定州市,130000,130600,130682,河北省,河北省保定市,河北省保定市定州市,县级,0,0,1,115.057407,38.465839
130683,河北省保定市安国市,130000,130600,130683,河北省,河北省保定市,河北省保定市安国市,县级,0,0,1,115.334827,38.39374
130684,河北省保定市高碑店市,130000,130600,130684,河北省,河北省保定市,河北省保定市高碑店市,县级,0,0,1,116.040934,39.265088
130700,河北省张家口市,130000,130700,130700,河北省,河北省张家口市,河北省张家口市,市级,0,1,0,114.893782,40.811188
130701,河北省张家口市市辖区,130000,130700,130701,河北省,河北省张家口市,河北省张家口市市辖区,县级,0,0,1,114.893782,40.811188
130702,河北省张家口市桥东区,130000,130700,130702,河北省,河北省张家口市,河北省张家口市桥东区,县级,0,0,1,114.915166,40.78291
130703,河北省张家口市桥西区,130000,130700,130703,河北省,河北省张家口市,河北省张家口市桥西区,县级,0,0,1,114.861623,40.837646
130705,河北省张家口市宣化区,130000,130700,130705,河北省,河北省张家口市,河北省张家口市宣化区,县级,0,0,1,115.258472,40.632394
130706,河北省张家口市下花园区,130000,130700,130706,河北省,河北省张家口市,河北省张家口市下花园区,县级,0,0,1,115.350498,40.568837
130721,河北省张家口市宣化县,130000,130700,130721,河北省,河北省张家口市,河北省张家口市宣化县,县级,0,0,1,115.035435,40.560152
130722,河北省张家口市张北县,130000,130700,130722,河北省,河北省张家口市,河北省张家口市张北县,县级,0,0,1,114.772897,41.293641
130723,河北省张家口市康保县,130000,130700,130723,河北省,河北省张家口市,河北省张家口市康保县,县级,0,0,1,114.606536,41.784595
130724,河北省张家口市沽源县,130000,130700,130724,河北省,河北省张家口市,河北省张家口市沽源县,县级,0,0,1,115.636092,41.580404
130725,河北省张家口市尚义县,130000,130700,130725,河北省,河北省张家口市,河北省张家口市尚义县,县级,0,0,1,114.152528,41.132635
130726,河北省张家口市蔚县,130000,130700,130726,河北省,河北省张家口市,河北省张家口市蔚县,县级,0,0,1,114.712537,39.879353
130727,河北省张家口市阳原县,130000,130700,130727,河北省,河北省张家口市,河北省张家口市阳原县,县级,0,0,1,114.394396,40.138642
130728,河北省张家口市怀安县,130000,130700,130728,河北省,河北省张家口市,河北省张家口市怀安县,县级,0,0,1,114.502607,40.559534
130729,河北省张家口市万全县,130000,130700,130729,河北省,河北省张家口市,河北省张家口市万全县,县级,0,0,1,114.611453,40.847108
130730,河北省张家口市怀来县,130000,130700,130730,河北省,河北省张家口市,河北省张家口市怀来县,县级,0,0,1,115.634061,40.347984
130731,河北省张家口市涿鹿县,130000,130700,130731,河北省,河北省张家口市,河北省张家口市涿鹿县,县级,0,0,1,115.223925,40.101876
130732,河北省张家口市赤城县,130000,130700,130732,河北省,河北省张家口市,河北省张家口市赤城县,县级,0,0,1,115.892223,40.956026
130733,河北省张家口市崇礼县,130000,130700,130733,河北省,河北省张家口市,河北省张家口市崇礼县,县级,0,0,1,115.219891,41.02606
130800,河北省承德市,130000,130800,130800,河北省,河北省承德市,河北省承德市,市级,0,1,0,117.933822,40.992521
130801,河北省承德市市辖区,130000,130800,130801,河北省,河北省承德市,河北省承德市市辖区,县级,0,0,1,117.933822,40.992521
130802,河北省承德市双桥区,130000,130800,130802,河北省,河北省承德市,河北省承德市双桥区,县级,0,0,1,117.948355,40.971406
130803,河北省承德市双滦区,130000,130800,130803,河北省,河北省承德市,河北省承德市双滦区,县级,0,0,1,117.809336,41.051453
130804,河北省承德市鹰手营子矿区,130000,130800,130804,河北省,河北省承德市,河北省承德市鹰手营子矿区,县级,0,0,1,117.679426,40.53176
130821,河北省承德市承德县,130000,130800,130821,河北省,河北省承德市,河北省承德市承德县,县级,0,0,1,118.125718,40.973242
130822,河北省承德市兴隆县,130000,130800,130822,河北省,河北省承德市,河北省承德市兴隆县,县级,0,0,1,117.726136,40.458142
130823,河北省承德市平泉县,130000,130800,130823,河北省,河北省承德市,河北省承德市平泉县,县级,0,0,1,118.739324,41.075304
130824,河北省承德市滦平县,130000,130800,130824,河北省,河北省承德市,河北省承德市滦平县,县级,0,0,1,117.369563,40.924821
130825,河北省承德市隆化县,130000,130800,130825,河北省,河北省承德市,河北省承德市隆化县,县级,0,0,1,117.56993,41.517995
130826,河北省承德市丰宁满族自治县,130000,130800,130826,河北省,河北省承德市,河北省承德市丰宁满族自治县,县级,0,0,1,116.623795,41.425684
130827,河北省承德市宽城满族自治县,130000,130800,130827,河北省,河北省承德市,河北省承德市宽城满族自治县,县级,0,0,1,118.635888,40.57809
130828,河北省承德市围场满族蒙古族自治县,130000,130800,130828,河北省,河北省承德市,河北省承德市围场满族蒙古族自治县,县级,0,0,1,117.547022,42.108025
130900,河北省沧州市,130000,130900,130900,河北省,河北省沧州市,河北省沧州市,市级,0,1,0,116.863806,38.297615
130901,河北省沧州市市辖区,130000,130900,130901,河北省,河北省沧州市,河北省沧州市市辖区,县级,0,0,1,116.863806,38.297615
130902,河北省沧州市新华区,130000,130900,130902,河北省,河北省沧州市,河北省沧州市新华区,县级,0,0,1,116.893059,38.308375
130903,河北省沧州市运河区,130000,130900,130903,河北省,河北省沧州市,河北省沧州市运河区,县级,0,0,1,116.844854,38.314446
130921,河北省沧州市沧县,130000,130900,130921,河北省,河北省沧州市,河北省沧州市沧县,县级,0,0,1,116.862714,38.302139
130922,河北省沧州市青县,130000,130900,130922,河北省,河北省沧州市,河北省沧州市青县,县级,0,0,1,116.851234,38.565778
130923,河北省沧州市东光县,130000,130900,130923,河北省,河北省沧州市,河北省沧州市东光县,县级,0,0,1,116.677832,37.887452
130924,河北省沧州市海兴县,130000,130900,130924,河北省,河北省沧州市,河北省沧州市海兴县,县级,0,0,1,117.567264,38.14247
130925,河北省沧州市盐山县,130000,130900,130925,河北省,河北省沧州市,河北省沧州市盐山县,县级,0,0,1,117.26694,37.96037
130926,河北省沧州市肃宁县,130000,130900,130926,河北省,河北省沧州市,河北省沧州市肃宁县,县级,0,0,1,115.885816,38.422207
130927,河北省沧州市南皮县,130000,130900,130927,河北省,河北省沧州市,河北省沧州市南皮县,县级,0,0,1,116.86585,38.023186
130928,河北省沧州市吴桥县,130000,130900,130928,河北省,河北省沧州市,河北省沧州市吴桥县,县级,0,0,1,116.508033,37.661863
130929,河北省沧州市献县,130000,130900,130929,河北省,河北省沧州市,河北省沧州市献县,县级,0,0,1,116.175505,38.242726
130930,河北省沧州市孟村回族自治县,130000,130900,130930,河北省,河北省沧州市,河北省沧州市孟村回族自治县,县级,0,0,1,117.159538,38.091265
130981,河北省沧州市泊头市,130000,130900,130981,河北省,河北省沧州市,河北省沧州市泊头市,县级,0,0,1,116.389236,38.090279
130982,河北省沧州市任丘市,130000,130900,130982,河北省,河北省沧州市,河北省沧州市任丘市,县级,0,0,1,116.163214,38.741105
